seq,date,time_hms,proc,summary,source_file,file_idx,start_time,day_folder
1,2025-09-08,13:00:47,IVg,IVg Alisson75  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #10,raw_data/Alisson_08_sept/IVg2025-09-08_10.csv,10,1757347247.5148237,Alisson_08_sept
2,2025-09-12,12:49:41,IVg,IVg Alisson75  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #4,raw_data/Alisson_12_sept/IVg2025-09-12_4.csv,4,1757692181.6269028,Alisson_12_sept
3,2025-09-12,14:45:42,IVg,IVg Alisson75  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #5,raw_data/Alisson_12_sept/IVg2025-09-12_5.csv,5,1757699142.1032941,Alisson_12_sept
4,2025-09-12,14:54:38,IVg,IVg Alisson75  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #6,raw_data/Alisson_12_sept/IVg2025-09-12_6.csv,6,1757699678.8075054,Alisson_12_sept
5,2025-09-12,14:56:03,It,It  Alisson75  VG=-3.0 V  VDS=0.1 V  VL=0.88 V  λ=365.0 nm  period=120.0 s  #1,raw_data/Alisson_12_sept/It2025-09-12_1.csv,1,1757699763.1361477,Alisson_12_sept
6,2025-09-12,14:59:10,It,It  Alisson75  VG=-3.0 V  VDS=0.1 V  VL=1.78 V  λ=365.0 nm  period=120.0 s  #2,raw_data/Alisson_12_sept/It2025-09-12_2.csv,2,1757699950.694987,Alisson_12_sept
7,2025-09-12,15:02:17,It,It  Alisson75  VG=-3.0 V  VDS=0.1 V  VL=2.74 V  λ=365.0 nm  period=120.0 s  #3,raw_data/Alisson_12_sept/It2025-09-12_3.csv,3,1757700137.8766737,Alisson_12_sept
8,2025-09-12,15:05:25,It,It  Alisson75  VG=-3.0 V  VDS=0.1 V  VL=3.71 V  λ=365.0 nm  period=120.0 s  #4,raw_data/Alisson_12_sept/It2025-09-12_4.csv,4,1757700325.0110948,Alisson_12_sept
9,2025-09-12,15:08:32,It,It  Alisson75  VG=-3.0 V  VDS=0.1 V  VL=4.71 V  λ=365.0 nm  period=120.0 s  #5,raw_data/Alisson_12_sept/It2025-09-12_5.csv,5,1757700512.2396557,Alisson_12_sept
10,2025-09-12,15:25:19,IVg,IVg Alisson75  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #7,raw_data/Alisson_12_sept/IVg2025-09-12_7.csv,7,1757701519.3396559,Alisson_12_sept
11,2025-09-12,15:26:53,It,It  Alisson75  VG=3.0 V  VDS=0.1 V  VL=0.88 V  λ=365.0 nm  period=120.0 s  #6,raw_data/Alisson_12_sept/It2025-09-12_6.csv,6,1757701613.701309,Alisson_12_sept
12,2025-09-12,15:30:00,It,It  Alisson75  VG=3.0 V  VDS=0.1 V  VL=1.78 V  λ=365.0 nm  period=120.0 s  #7,raw_data/Alisson_12_sept/It2025-09-12_7.csv,7,1757701800.696954,Alisson_12_sept
