seq,date,time_hms,proc,summary,source_file,file_idx,start_time,day_folder,has_light
1,2025-09-08,13:05:07,IVg,IVg Alisson76  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #11,raw_data/Alisson_08_sept/IVg2025-09-08_11.csv,11,1757347507.4701648,Alisson_08_sept,false
2,2025-09-08,13:08:17,IVg,IVg Alisson76  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #12,raw_data/Alisson_08_sept/IVg2025-09-08_12.csv,12,1757347697.092319,Alisson_08_sept,false
