seq,date,time_hms,proc,summary,source_file,file_idx,start_time,day_folder
30,2025-10-10,13:28:49,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #2,raw_data/2025-10-10/IVg2025-10-10_2.csv,2,1760113729.115907,2025-10-10
31,2025-10-10,13:37:18,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #4,raw_data/2025-10-10/IVg2025-10-10_4.csv,4,1760114238.311029,2025-10-10
32,2025-10-13,12:49:08,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #1,raw_data/2025-10-13/IVg2025-10-13_1.csv,1,1760370548.4022536,2025-10-13
33,2025-10-13,12:57:41,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #2,raw_data/2025-10-13/IVg2025-10-13_2.csv,2,1760371061.4101977,2025-10-13
34,2025-10-13,13:06:25,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #3,raw_data/2025-10-13/IVg2025-10-13_3.csv,3,1760371585.129531,2025-10-13
35,2025-10-13,13:08:04,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #1,raw_data/2025-10-13/It2025-10-13_1.csv,1,1760371684.3180444,2025-10-13
36,2025-10-13,13:11:39,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #4,raw_data/2025-10-13/IVg2025-10-13_4.csv,4,1760371899.7278495,2025-10-13
37,2025-10-13,13:12:40,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=240.0 s  #2,raw_data/2025-10-13/It2025-10-13_2.csv,2,1760371960.258478,2025-10-13
38,2025-10-13,13:18:49,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #5,raw_data/2025-10-13/IVg2025-10-13_5.csv,5,1760372329.8900764,2025-10-13
39,2025-10-13,13:20:12,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=360.0 s  #3,raw_data/2025-10-13/It2025-10-13_3.csv,3,1760372412.900174,2025-10-13
40,2025-10-13,14:28:22,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #6,raw_data/2025-10-13/IVg2025-10-13_6.csv,6,1760376502.2502482,2025-10-13
41,2025-10-13,14:30:00,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #4,raw_data/2025-10-13/It2025-10-13_4.csv,4,1760376600.0394292,2025-10-13
42,2025-10-13,14:33:06,It,It  Alisson80  VG=0.5 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #5,raw_data/2025-10-13/It2025-10-13_5.csv,5,1760376786.969408,2025-10-13
43,2025-10-13,14:36:51,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #7,raw_data/2025-10-13/IVg2025-10-13_7.csv,7,1760377011.9211283,2025-10-13
44,2025-10-13,14:38:14,It,It  Alisson80  VG=1.0 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #6,raw_data/2025-10-13/It2025-10-13_6.csv,6,1760377094.62218,2025-10-13
45,2025-10-13,14:51:22,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #8,raw_data/2025-10-13/IVg2025-10-13_8.csv,8,1760377882.3710506,2025-10-13
46,2025-10-13,14:52:50,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #7,raw_data/2025-10-13/It2025-10-13_7.csv,7,1760377970.50087,2025-10-13
47,2025-10-13,14:58:38,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #9,raw_data/2025-10-13/IVg2025-10-13_9.csv,9,1760378318.3060853,2025-10-13
48,2025-10-13,14:59:37,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #8,raw_data/2025-10-13/It2025-10-13_8.csv,8,1760378377.4246447,2025-10-13
49,2025-10-13,15:04:36,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #10,raw_data/2025-10-13/IVg2025-10-13_10.csv,10,1760378676.4205348,2025-10-13
50,2025-10-13,15:06:28,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=1.25 V  λ=455.0 nm  period=120.0 s  #9,raw_data/2025-10-13/It2025-10-13_9.csv,9,1760378788.062225,2025-10-13
51,2025-10-13,15:09:28,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=2.39 V  λ=455.0 nm  period=120.0 s  #10,raw_data/2025-10-13/It2025-10-13_10.csv,10,1760378968.8513584,2025-10-13
52,2025-10-13,15:12:29,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=3.57 V  λ=455.0 nm  period=120.0 s  #11,raw_data/2025-10-13/It2025-10-13_11.csv,11,1760379149.0276906,2025-10-13
53,2025-10-13,15:15:29,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=4.8 V  λ=455.0 nm  period=120.0 s  #12,raw_data/2025-10-13/It2025-10-13_12.csv,12,1760379329.2552695,2025-10-13
54,2025-10-13,15:19:51,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #11,raw_data/2025-10-13/IVg2025-10-13_11.csv,11,1760379591.0447743,2025-10-13
55,2025-10-13,15:22:39,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #12,raw_data/2025-10-13/IVg2025-10-13_12.csv,12,1760379759.9334307,2025-10-13
56,2025-10-13,15:24:34,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #13,raw_data/2025-10-13/IVg2025-10-13_13.csv,13,1760379874.885338,2025-10-13
57,2025-10-13,17:21:14,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #14,raw_data/2025-10-13/IVg2025-10-13_14.csv,14,1760386874.7655506,2025-10-13
58,2025-10-13,17:24:01,It,It  Alisson80  VG=-1.3 V  VDS=0.1 V  VL=1.15 V  λ=405.0 nm  period=120.0 s  #13,raw_data/2025-10-13/It2025-10-13_13.csv,13,1760387041.5293128,2025-10-13
59,2025-10-13,17:27:02,It,It  Alisson80  VG=-1.3 V  VDS=0.1 V  VL=2.22 V  λ=405.0 nm  period=120.0 s  #14,raw_data/2025-10-13/It2025-10-13_14.csv,14,1760387222.3787487,2025-10-13
60,2025-10-13,17:30:02,It,It  Alisson80  VG=-1.3 V  VDS=0.1 V  VL=3.33 V  λ=405.0 nm  period=120.0 s  #15,raw_data/2025-10-13/It2025-10-13_15.csv,15,1760387402.6016243,2025-10-13
61,2025-10-13,17:33:02,It,It  Alisson80  VG=-1.3 V  VDS=0.1 V  VL=4.44 V  λ=405.0 nm  period=120.0 s  #16,raw_data/2025-10-13/It2025-10-13_16.csv,16,1760387582.771911,2025-10-13
62,2025-10-13,17:49:16,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #15,raw_data/2025-10-13/IVg2025-10-13_15.csv,15,1760388556.5810962,2025-10-13
63,2025-10-13,17:53:37,It,It  Alisson80  VG=-0.4 V  VDS=0.1 V  VL=1.15 V  λ=405.0 nm  period=120.0 s  #17,raw_data/2025-10-13/It2025-10-13_17.csv,17,1760388817.7379198,2025-10-13
64,2025-10-13,17:56:38,It,It  Alisson80  VG=-0.4 V  VDS=0.1 V  VL=2.22 V  λ=405.0 nm  period=120.0 s  #18,raw_data/2025-10-13/It2025-10-13_18.csv,18,1760388998.088395,2025-10-13
65,2025-10-13,17:59:38,It,It  Alisson80  VG=-0.4 V  VDS=0.1 V  VL=3.33 V  λ=405.0 nm  period=120.0 s  #19,raw_data/2025-10-13/It2025-10-13_19.csv,19,1760389178.26952,2025-10-13
66,2025-10-13,18:02:38,It,It  Alisson80  VG=-0.4 V  VDS=0.1 V  VL=4.44 V  λ=405.0 nm  period=120.0 s  #20,raw_data/2025-10-13/It2025-10-13_20.csv,20,1760389358.4535146,2025-10-13
67,2025-10-13,18:08:36,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #16,raw_data/2025-10-13/IVg2025-10-13_16.csv,16,1760389716.7239172,2025-10-13
68,2025-10-13,18:17:21,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #17,raw_data/2025-10-13/IVg2025-10-13_17.csv,17,1760390241.473902,2025-10-13
69,2025-10-13,18:30:08,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #18,raw_data/2025-10-13/IVg2025-10-13_18.csv,18,1760391008.5408087,2025-10-13
70,2025-10-13,18:33:02,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=0.77 V  λ=385.0 nm  period=120.0 s  #21,raw_data/2025-10-13/It2025-10-13_21.csv,21,1760391182.9294615,2025-10-13
71,2025-10-13,18:36:03,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=1.51 V  λ=385.0 nm  period=120.0 s  #22,raw_data/2025-10-13/It2025-10-13_22.csv,22,1760391363.736459,2025-10-13
72,2025-10-13,18:39:03,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=2.3 V  λ=385.0 nm  period=120.0 s  #23,raw_data/2025-10-13/It2025-10-13_23.csv,23,1760391543.9273787,2025-10-13
73,2025-10-13,18:42:04,It,It  Alisson80  VG=-1.2 V  VDS=0.1 V  VL=3.14 V  λ=385.0 nm  period=120.0 s  #24,raw_data/2025-10-13/It2025-10-13_24.csv,24,1760391724.143407,2025-10-13
74,2025-10-13,18:45:51,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #19,raw_data/2025-10-13/IVg2025-10-13_19.csv,19,1760391951.046232,2025-10-13
75,2025-10-13,18:51:47,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=0.77 V  λ=385.0 nm  period=120.0 s  #25,raw_data/2025-10-13/It2025-10-13_25.csv,25,1760392307.4440963,2025-10-13
76,2025-10-13,18:54:47,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=1.51 V  λ=385.0 nm  period=120.0 s  #26,raw_data/2025-10-13/It2025-10-13_26.csv,26,1760392487.7049575,2025-10-13
77,2025-10-13,18:57:47,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=2.3 V  λ=385.0 nm  period=120.0 s  #27,raw_data/2025-10-13/It2025-10-13_27.csv,27,1760392667.8801837,2025-10-13
78,2025-10-13,19:00:48,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=3.14 V  λ=385.0 nm  period=120.0 s  #28,raw_data/2025-10-13/It2025-10-13_28.csv,28,1760392848.0575712,2025-10-13
79,2025-10-14,13:40:48,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #1,raw_data/2025-10-14/IVg2025-10-14_1.csv,1,1760460048.9661174,2025-10-14
80,2025-10-14,13:46:09,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #2,raw_data/2025-10-14/IVg2025-10-14_2.csv,2,1760460369.248984,2025-10-14
81,2025-10-14,13:49:55,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=1.11 V  λ=365.0 nm  period=120.0 s  #1,raw_data/2025-10-14/It2025-10-14_1.csv,1,1760460595.5763679,2025-10-14
82,2025-10-14,13:52:56,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=2.26 V  λ=365.0 nm  period=120.0 s  #2,raw_data/2025-10-14/It2025-10-14_2.csv,2,1760460776.2746527,2025-10-14
83,2025-10-14,13:55:56,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=3.5 V  λ=365.0 nm  period=120.0 s  #3,raw_data/2025-10-14/It2025-10-14_3.csv,3,1760460956.475974,2025-10-14
84,2025-10-14,13:58:56,It,It  Alisson80  VG=-1.0 V  VDS=0.1 V  VL=4.81 V  λ=365.0 nm  period=120.0 s  #4,raw_data/2025-10-14/It2025-10-14_4.csv,4,1760461136.6533136,2025-10-14
85,2025-10-14,14:02:13,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #3,raw_data/2025-10-14/IVg2025-10-14_3.csv,3,1760461333.8512337,2025-10-14
86,2025-10-14,14:06:28,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=1.15 V  λ=365.0 nm  period=120.0 s  #5,raw_data/2025-10-14/It2025-10-14_5.csv,5,1760461588.8853424,2025-10-14
87,2025-10-14,14:09:29,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=2.26 V  λ=365.0 nm  period=120.0 s  #6,raw_data/2025-10-14/It2025-10-14_6.csv,6,1760461769.105149,2025-10-14
88,2025-10-14,14:12:29,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=3.5 V  λ=365.0 nm  period=120.0 s  #7,raw_data/2025-10-14/It2025-10-14_7.csv,7,1760461949.299052,2025-10-14
89,2025-10-14,14:15:29,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=4.81 V  λ=365.0 nm  period=120.0 s  #8,raw_data/2025-10-14/It2025-10-14_8.csv,8,1760462129.5220513,2025-10-14
90,2025-10-14,14:27:14,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #4,raw_data/2025-10-14/IVg2025-10-14_4.csv,4,1760462834.4794722,2025-10-14
91,2025-10-14,14:32:13,It,It  Alisson80  VG=-0.2 V  VDS=0.1 V  VL=1.1 V  λ=365.0 nm  period=120.0 s  #9,raw_data/2025-10-14/It2025-10-14_9.csv,9,1760463133.2819324,2025-10-14
92,2025-10-14,14:39:20,IVg,IVg Alisson80  VDS=0.1 V  VG:-5.0→5.0 (step 0.05)  #5,raw_data/2025-10-14/IVg2025-10-14_5.csv,5,1760463560.8467472,2025-10-14
