#Procedure: <laser_setup.procedures.IV.IV>
#Parameters:
#	Irange: 1e-05 A
#	NPLC: 1
#	Burn-in time: 600 s
#	Chip group name: other
#	Chip number: 1
#	Information: Scratch - Source
#	Laser voltage: 0 V
#	Laser wavelength: 0
#	Procedure version: 2.0.1
#	Sample: other
#	Step time: 0 s
#	VG: 0 V
#	VSD end: 1 V
#	VSD start: -1 V
#	VSD step: 0.05 V
#Metadata:
#	Start time: 1757446040.091051
#Data:
Vsd (V),I (A),Plate T (degC),Ambient T (degC),Clock (ms)
0.0,-6.793305e-10,nan,nan,nan
-0.0005,2.572593e-10,nan,nan,nan
-0.0505,5.306128e-10,nan,nan,nan
-0.1005,1.993133e-10,nan,nan,nan
-0.15050000000000002,1.520747e-10,nan,nan,nan
-0.2005,1.072912e-09,nan,nan,nan
-0.2505,2.333246e-10,nan,nan,nan
-0.30050000000000004,-2.126084e-10,nan,nan,nan
-0.35050000000000003,9.614306e-10,nan,nan,nan
-0.4005,-3.763707e-10,nan,nan,nan
-0.4505,-3.360601e-10,nan,nan,nan
-0.5005,8.984455e-10,nan,nan,nan
-0.5505,3.700027e-10,nan,nan,nan
-0.6005,-7.801086e-10,nan,nan,nan
-0.6505,1.741199e-10,nan,nan,nan
-0.7005,-1.527723e-10,nan,nan,nan
-0.7505,-9.174174e-10,nan,nan,nan
-0.8005,4.248153e-11,nan,nan,nan
-0.8505,6.943754e-10,nan,nan,nan
-0.9005,-2.692957e-10,nan,nan,nan
-0.9505,-2.428417e-10,nan,nan,nan
-1.0,9.771771e-10,nan,nan,nan
-0.95,5.192767e-10,nan,nan,nan
-0.8999999999999999,-3.448783e-10,nan,nan,nan
-0.8499999999999999,3.215047e-10,nan,nan,nan
-0.7999999999999998,1.38028e-09,nan,nan,nan
-0.7499999999999998,-8.493924e-10,nan,nan,nan
-0.6999999999999997,4.840053e-10,nan,nan,nan
-0.6499999999999997,6.937448e-10,nan,nan,nan
-0.5999999999999996,6.767534e-11,nan,nan,nan
-0.5499999999999996,2.301761e-10,nan,nan,nan
-0.49999999999999956,1.119522e-09,nan,nan,nan
-0.4499999999999995,-3.984158e-10,nan,nan,nan
-0.39999999999999947,-2.730746e-10,nan,nan,nan
-0.3499999999999994,1.106295e-09,nan,nan,nan
-0.2999999999999994,5.507828e-11,nan,nan,nan
-0.24999999999999933,-3.146448e-10,nan,nan,nan
-0.1999999999999993,9.148208e-10,nan,nan,nan
-0.14999999999999925,1.035911e-11,nan,nan,nan
-0.0999999999999992,-3.05827e-10,nan,nan,nan
-0.049999999999999156,3.45438e-10,nan,nan,nan
-0.0005,3.775604e-10,nan,nan,nan
0.0005,-3.253524e-10,nan,nan,nan
0.0505,9.179702e-10,nan,nan,nan
0.1005,-3.87708e-10,nan,nan,nan
0.15050000000000002,-2.774834e-10,nan,nan,nan
0.2005,4.235386e-10,nan,nan,nan
0.2505,3.914168e-10,nan,nan,nan
0.30050000000000004,-3.278718e-10,nan,nan,nan
0.35050000000000003,3.385097e-10,nan,nan,nan
0.4005,6.036754e-10,nan,nan,nan
0.4505,-7.057843e-10,nan,nan,nan
0.5005,3.649628e-10,nan,nan,nan
0.5505,6.754777e-10,nan,nan,nan
0.6005,-3.436179e-10,nan,nan,nan
0.6505,1.287824e-11,nan,nan,nan
0.7005,-3.694416e-10,nan,nan,nan
0.7505,3.756703e-10,nan,nan,nan
0.8005,4.380252e-10,nan,nan,nan
0.8505,-7.442046e-10,nan,nan,nan
0.9005,3.517361e-10,nan,nan,nan
0.9505,6.439854e-10,nan,nan,nan
1.0,-4.021942e-10,nan,nan,nan
0.95,-1.968619e-10,nan,nan,nan
0.8999999999999999,9.576491e-10,nan,nan,nan
0.8499999999999999,-1.861544e-10,nan,nan,nan
0.7999999999999998,-2.781131e-10,nan,nan,nan
0.7499999999999998,9.740254e-10,nan,nan,nan
0.6999999999999997,-1.093122e-10,nan,nan,nan
0.6499999999999997,-4.941531e-10,nan,nan,nan
0.5999999999999996,1.457761e-10,nan,nan,nan
0.5499999999999996,2.497009e-10,nan,nan,nan
0.49999999999999956,-8.55059e-10,nan,nan,nan
0.4499999999999995,8.657026e-11,nan,nan,nan
0.39999999999999947,5.375411e-10,nan,nan,nan
0.3499999999999994,1.231017e-10,nan,nan,nan
0.2999999999999994,-2.9134e-10,nan,nan,nan
0.24999999999999933,1.021894e-09,nan,nan,nan
0.1999999999999993,-4.500636e-10,nan,nan,nan
0.14999999999999925,-2.692952e-10,nan,nan,nan
0.0999999999999992,9.047428e-10,nan,nan,nan
0.049999999999999156,1.892355e-10,nan,nan,nan
0.0005,2.547536e-11,nan,nan,nan
-0.0495,5.879297e-10,nan,nan,nan
