#Procedure: <laser_setup.procedures.IV.IV>
#Parameters:
#	Irange: 0.01 A
#	NPLC: 1
#	Burn-in time: 600 s
#	Chip group name: other
#	Chip number: 1
#	Information: Servian Graphene
#	Laser voltage: 0 V
#	Laser wavelength: 0
#	Procedure version: 2.0.1
#	Sample: other
#	Step time: 0 s
#	VG: 0 V
#	VSD end: 1 V
#	VSD start: -1 V
#	VSD step: 0.05 V
#Metadata:
#	Start time: 1757443559.6312978
#Data:
Vsd (V),I (A),Plate T (degC),Ambient T (degC),Clock (ms)
0.0,9.991113e-08,nan,nan,nan
-0.0005,-1.307084e-06,nan,nan,nan
-0.0505,-0.0001425964,nan,nan,nan
-0.1005,-0.0002839769,nan,nan,nan
-0.15050000000000002,-0.0004253567,nan,nan,nan
-0.2005,-0.0005667398,nan,nan,nan
-0.2505,-0.0007081477,nan,nan,nan
-0.30050000000000004,-0.0008496301,nan,nan,nan
-0.35050000000000003,-0.0009911343,nan,nan,nan
-0.4005,-0.001132685,nan,nan,nan
-0.4505,-0.0012742,nan,nan,nan
-0.5005,-0.00141599,nan,nan,nan
-0.5505,-0.001557578,nan,nan,nan
-0.6005,-0.0016994,nan,nan,nan
-0.6505,-0.001841189,nan,nan,nan
-0.7005,-0.001983177,nan,nan,nan
-0.7505,-0.00212507,nan,nan,nan
-0.8005,-0.002267295,nan,nan,nan
-0.8505,-0.002409354,nan,nan,nan
-0.9005,-0.002551579,nan,nan,nan
-0.9505,-0.002694041,nan,nan,nan
-1.0,-0.002834888,nan,nan,nan
-0.95,-0.002692625,nan,nan,nan
-0.8999999999999999,-0.002550235,nan,nan,nan
-0.8499999999999999,-0.002407994,nan,nan,nan
-0.7999999999999998,-0.002265751,nan,nan,nan
-0.7499999999999998,-0.002123766,nan,nan,nan
-0.6999999999999997,-0.00198157,nan,nan,nan
-0.6499999999999997,-0.001839838,nan,nan,nan
-0.5999999999999996,-0.001697907,nan,nan,nan
-0.5499999999999996,-0.001556198,nan,nan,nan
-0.49999999999999956,-0.001414521,nan,nan,nan
-0.4499999999999995,-0.001272888,nan,nan,nan
-0.39999999999999947,-0.001131275,nan,nan,nan
-0.3499999999999994,-0.0009898521,nan,nan,nan
-0.2999999999999994,-0.0008482284,nan,nan,nan
-0.24999999999999933,-0.0007068133,nan,nan,nan
-0.1999999999999993,-0.0005653796,nan,nan,nan
-0.14999999999999925,-0.0004239776,nan,nan,nan
-0.0999999999999992,-0.0002825937,nan,nan,nan
-0.049999999999999156,-0.0001411974,nan,nan,nan
-0.0005,-1.313992e-06,nan,nan,nan
0.0005,1.510926e-06,nan,nan,nan
0.0505,0.0001428938,nan,nan,nan
0.1005,0.0002842648,nan,nan,nan
0.15050000000000002,0.0004256517,nan,nan,nan
0.2005,0.0005670824,nan,nan,nan
0.2505,0.00070854,nan,nan,nan
0.30050000000000004,0.0008500221,nan,nan,nan
0.35050000000000003,0.0009915303,nan,nan,nan
0.4005,0.001133023,nan,nan,nan
0.4505,0.001274629,nan,nan,nan
0.5005,0.001416337,nan,nan,nan
0.5505,0.001557948,nan,nan,nan
0.6005,0.001699821,nan,nan,nan
0.6505,0.001841684,nan,nan,nan
0.7005,0.001983485,nan,nan,nan
0.7505,0.002125541,nan,nan,nan
0.8005,0.002267789,nan,nan,nan
0.8505,0.002409972,nan,nan,nan
0.9005,0.002552312,nan,nan,nan
0.9505,0.002694631,nan,nan,nan
1.0,0.002835636,nan,nan,nan
0.95,0.002693059,nan,nan,nan
0.8999999999999999,0.002550659,nan,nan,nan
0.8499999999999999,0.002408356,nan,nan,nan
0.7999999999999998,0.002266217,nan,nan,nan
0.7499999999999998,0.002124137,nan,nan,nan
0.6999999999999997,0.00198218,nan,nan,nan
0.6499999999999997,0.001840357,nan,nan,nan
0.5999999999999996,0.001698494,nan,nan,nan
0.5499999999999996,0.001556721,nan,nan,nan
0.49999999999999956,0.001414919,nan,nan,nan
0.4499999999999995,0.001273303,nan,nan,nan
0.39999999999999947,0.001131628,nan,nan,nan
0.3499999999999994,0.0009901058,nan,nan,nan
0.2999999999999994,0.0008485744,nan,nan,nan
0.24999999999999933,0.0007071237,nan,nan,nan
0.1999999999999993,0.0005657034,nan,nan,nan
0.14999999999999925,0.0004242787,nan,nan,nan
0.0999999999999992,0.0002828843,nan,nan,nan
0.049999999999999156,0.0001414841,nan,nan,nan
0.0005,1.511502e-06,nan,nan,nan
-0.0495,-0.0001397985,nan,nan,nan
