#Procedure: <laser_setup.procedures.IV.IV>
#Parameters:
#	Irange: 0.0001 A
#	NPLC: 1
#	Burn-in time: 600 s
#	Chip group name: other
#	Chip number: 71
#	Information: test 71 muerto :(
#	Laser voltage: 0 V
#	Laser wavelength: 0
#	Procedure version: 2.0.1
#	Sample: other
#	Step time: 0 s
#	VG: 0 V
#	VSD end: 1 V
#	VSD start: -1 V
#	VSD step: 0.01 V
#Metadata:
#	Start time: 1757686834.374426
#Data:
Vsd (V),I (A),Plate T (degC),Ambient T (degC),Clock (ms)
0.5005,8.209831e-10,nan,nan,nan
0.5105,9.707865e-10,nan,nan,nan
0.5205,1.005357e-09,nan,nan,nan
0.5305,9.016448e-10,nan,nan,nan
0.5405,8.209829e-10,nan,nan,nan
0.5505,1.333772e-09,nan,nan,nan
0.5605,9.765483e-10,nan,nan,nan
0.5705,9.074075e-10,nan,nan,nan
0.5804999999999999,9.535003e-10,nan,nan,nan
0.5904999999999999,2.678633e-10,nan,nan,nan
0.6004999999999999,1.230061e-09,nan,nan,nan
0.6104999999999999,9.880713e-10,nan,nan,nan
0.6204999999999999,9.765483e-10,nan,nan,nan
0.6305,9.938316e-10,nan,nan,nan
0.6405,9.707851e-10,nan,nan,nan
0.6505,1.005355e-09,nan,nan,nan
0.6605,9.823081e-10,nan,nan,nan
0.6705,9.362162e-10,nan,nan,nan
0.6805,7.576044e-10,nan,nan,nan
0.6905,1.062972e-09,nan,nan,nan
0.7005,9.592628e-10,nan,nan,nan
0.7104999999999999,9.362152e-10,nan,nan,nan
0.7204999999999999,8.497909e-10,nan,nan,nan
0.7304999999999999,1.005356e-09,nan,nan,nan
0.7404999999999999,1.05145e-09,nan,nan,nan
0.7505,1.103303e-09,nan,nan,nan
0.7605,7.057483e-10,nan,nan,nan
0.7705,1.160918e-09,nan,nan,nan
0.7805,9.59261e-10,nan,nan,nan
0.7905,7.576019e-10,nan,nan,nan
0.8005,1.270391e-09,nan,nan,nan
0.8105,7.806509e-10,nan,nan,nan
0.8205,1.068734e-09,nan,nan,nan
0.8305,9.592626e-10,nan,nan,nan
0.8404999999999999,8.901222e-10,nan,nan,nan
0.8504999999999999,1.028401e-09,nan,nan,nan
0.8604999999999999,1.022641e-09,nan,nan,nan
0.8704999999999999,9.995934e-10,nan,nan,nan
0.8805,8.843613e-10,nan,nan,nan
0.8905,1.103304e-09,nan,nan,nan
0.9005,1.120588e-09,nan,nan,nan
0.9105,9.419755e-10,nan,nan,nan
0.9205,8.497889e-10,nan,nan,nan
0.9305,1.310721e-09,nan,nan,nan
0.9405,1.270391e-09,nan,nan,nan
0.9505,1.103303e-09,nan,nan,nan
0.9604999999999999,7.115102e-10,nan,nan,nan
0.9704999999999999,1.005355e-09,nan,nan,nan
0.9804999999999999,1.310723e-09,nan,nan,nan
0.9904999999999999,1.034162e-09,nan,nan,nan
1.0,1.011115e-09,nan,nan,nan
0.99,6.596537e-10,nan,nan,nan
0.98,1.160918e-09,nan,nan,nan
0.97,1.178205e-09,nan,nan,nan
0.96,1.034164e-09,nan,nan,nan
0.95,8.843599e-10,nan,nan,nan
0.94,8.785982e-10,nan,nan,nan
0.9299999999999999,1.253106e-09,nan,nan,nan
0.9199999999999999,9.65022e-10,nan,nan,nan
0.9099999999999999,7.92173e-10,nan,nan,nan
0.8999999999999999,1.368339e-09,nan,nan,nan
0.8899999999999999,1.316484e-09,nan,nan,nan
0.8799999999999999,8.901228e-10,nan,nan,nan
0.8699999999999999,7.806511e-10,nan,nan,nan
0.8599999999999999,1.016878e-09,nan,nan,nan
0.8499999999999999,1.328008e-09,nan,nan,nan
0.8399999999999999,1.137872e-09,nan,nan,nan
0.8299999999999998,9.938302e-10,nan,nan,nan
0.8199999999999998,8.958833e-10,nan,nan,nan
0.8099999999999998,1.316483e-09,nan,nan,nan
0.7999999999999998,1.230059e-09,nan,nan,nan
0.7899999999999998,9.419746e-10,nan,nan,nan
0.7799999999999998,8.440268e-10,nan,nan,nan
0.7699999999999998,1.05721e-09,nan,nan,nan
0.7599999999999998,1.287678e-09,nan,nan,nan
0.7499999999999998,1.05721e-09,nan,nan,nan
0.7399999999999998,7.115102e-10,nan,nan,nan
0.7299999999999998,7.17272e-10,nan,nan,nan
0.7199999999999998,1.316486e-09,nan,nan,nan
0.7099999999999997,8.786e-10,nan,nan,nan
0.6999999999999997,9.823083e-10,nan,nan,nan
0.6899999999999997,1.477812e-09,nan,nan,nan
0.6799999999999997,1.345293e-09,nan,nan,nan
0.6699999999999997,1.109065e-09,nan,nan,nan
0.6599999999999997,9.650233e-10,nan,nan,nan
0.6499999999999997,1.47205e-09,nan,nan,nan
0.6399999999999997,1.097543e-09,nan,nan,nan
0.6299999999999997,1.235823e-09,nan,nan,nan
0.6199999999999997,9.477378e-10,nan,nan,nan
0.6099999999999997,8.728355e-10,nan,nan,nan
0.5999999999999996,1.26463e-09,nan,nan,nan
0.5899999999999996,1.241583e-09,nan,nan,nan
0.5799999999999996,9.246924e-10,nan,nan,nan
0.5699999999999996,7.576045e-10,nan,nan,nan
0.5599999999999996,1.045688e-09,nan,nan,nan
0.5499999999999996,1.414435e-09,nan,nan,nan
0.5399999999999996,9.535012e-10,nan,nan,nan
0.5299999999999996,6.366094e-10,nan,nan,nan
0.5199999999999996,9.074077e-10,nan,nan,nan
0.5099999999999996,8.72837e-10,nan,nan,nan
0.49999999999999956,1.166684e-09,nan,nan,nan
0.48999999999999955,8.843614e-10,nan,nan,nan
0.47999999999999954,8.613159e-10,nan,nan,nan
0.46999999999999953,8.555541e-10,nan,nan,nan
0.4599999999999995,1.149398e-09,nan,nan,nan
0.4499999999999995,1.011117e-09,nan,nan,nan
0.4399999999999995,8.094593e-10,nan,nan,nan
0.4299999999999995,1.097544e-09,nan,nan,nan
0.4199999999999995,1.316486e-09,nan,nan,nan
0.4099999999999995,9.189316e-10,nan,nan,nan
0.39999999999999947,5.098526e-10,nan,nan,nan
0.38999999999999946,1.039927e-09,nan,nan,nan
0.37999999999999945,1.402911e-09,nan,nan,nan
0.36999999999999944,1.045689e-09,nan,nan,nan
0.35999999999999943,6.250872e-10,nan,nan,nan
0.3499999999999994,2.563398e-10,nan,nan,nan
0.3399999999999994,1.160921e-09,nan,nan,nan
0.3299999999999994,1.166682e-09,nan,nan,nan
0.3199999999999994,8.843593e-10,nan,nan,nan
0.3099999999999994,7.979345e-10,nan,nan,nan
0.2999999999999994,1.26463e-09,nan,nan,nan
0.28999999999999937,1.224301e-09,nan,nan,nan
0.27999999999999936,8.613151e-10,nan,nan,nan
0.26999999999999935,6.366103e-10,nan,nan,nan
0.25999999999999934,1.304963e-09,nan,nan,nan
0.24999999999999933,1.437483e-09,nan,nan,nan
0.23999999999999932,1.022643e-09,nan,nan,nan
0.22999999999999932,6.366107e-10,nan,nan,nan
0.2199999999999993,9.88072e-10,nan,nan,nan
0.2099999999999993,1.241584e-09,nan,nan,nan
0.1999999999999993,8.90124e-10,nan,nan,nan
0.18999999999999928,5.732329e-10,nan,nan,nan
0.17999999999999927,7.518454e-10,nan,nan,nan
0.16999999999999926,1.207014e-09,nan,nan,nan
0.15999999999999925,9.131715e-10,nan,nan,nan
0.14999999999999925,4.983314e-10,nan,nan,nan
0.13999999999999924,6.30849e-10,nan,nan,nan
0.12999999999999923,1.402913e-09,nan,nan,nan
0.11999999999999922,9.707871e-10,nan,nan,nan
0.10999999999999921,4.925697e-10,nan,nan,nan
0.0999999999999992,1.137877e-09,nan,nan,nan
0.08999999999999919,8.036972e-10,nan,nan,nan
0.07999999999999918,1.068734e-09,nan,nan,nan
0.06999999999999917,8.786007e-10,nan,nan,nan
0.059999999999999165,8.382681e-10,nan,nan,nan
0.049999999999999156,1.062974e-09,nan,nan,nan
0.03999999999999915,1.155162e-09,nan,nan,nan
0.02999999999999914,8.843636e-10,nan,nan,nan
0.01999999999999913,1.431719e-09,nan,nan,nan
0.00999999999999912,1.460529e-09,nan,nan,nan
0.0005,9.477404e-10,nan,nan,nan
-0.0095,5.213776e-10,nan,nan,nan
